video_id,title,published_at,year,duration,view_count,like_count,comment_count,channel_title,category_id,tags,description,placings
pWQ0spOP0Wg,MIT Bhangra at Maryland Mauj 2025,2025-03-13T06:53:05Z,2025,PT6M59S,1876,22.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is MIT Bhangra (representing Massachusetts Institute of Technology in Cambridge, Massachusetts, USA) with their performance at Maryland Mauj 2025.

Maryland Mauj took place on March 8 2025, at the Bowie Center for Performing Arts, in Bowie, Maryland, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #marylandmauj #mitbhangra",None
xUwjBhn66mE,Duke Dhamaka at Maryland Mauj 2025,2025-03-13T06:50:13Z,2025,PT7M26S,1316,19.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Duke Dhamaka (representing Duke University in Durham, North Carolina, USA) with their performance at Maryland Mauj 2025.

Maryland Mauj took place on March 8 2025, at the Bowie Center for Performing Arts, in Bowie, Maryland, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #marylandmauj #dukedhamaka",None
YCo_iPMrfHk,Ministry of Bhangra Chicago at Boston Bhangra 2024,2024-11-30T00:45:07Z,2024,PT8M30S,6873,71.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is the Ministry of Bhangra Chicago (representing Chicago, USA) with their performance at Boston Bhangra 2024.

Thank you to Boston Bhangra and Chardi Kala Time Tv for the continued partnership this year. Boston Bhangra 2024 took place on November 23 2024, at the Strand Theater, in Boston, Massachusetts, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bostonbhangra #mobchicago #ministryofbhangra",None
Gk_47AU64R4,Sunehri Folk Arts Club at Boston Bhangra 2024,2024-11-30T00:30:07Z,2024,PT8M29S,5431,46.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Sunehri Folk Arts Club (representing Surrey, British Columbia, Canada) with their performance at Boston Bhangra 2024.

Thank you to Boston Bhangra and Chardi Kala Time Tv for the continued partnership this year. Boston Bhangra 2024 took place on November 23 2024, at the Strand Theater, in Boston, Massachusetts, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bostonbhangra #sunehrifolk #sunehrifolkartsclub",None
l8iYzjjtj5Y,Bull Bhangra at Boston Bhangra 2024,2024-11-30T00:15:07Z,2024,PT8M23S,3683,43.0,9.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Bull Bhangra (representing Florida, USA) with their performance at Boston Bhangra 2024.

Thank you to Boston Bhangra and Chardi Kala Time Tv for the continued partnership this year. Boston Bhangra 2024 took place on November 23 2024, at the Strand Theater, in Boston, Massachusetts, USA.

Dancers:
Red: Suvan Sharma & Dhruti Mechineni
Blue: Anshul Raghuvanshi & Simran Malhotra
Ferozi: Arsh Shah & Suhani Patel
Black: Anay Bhaya & Harshika Raghuvanshi
Lime: Jon Karthaka & Shinika Nandakumar
Yellow: Jasmin Kaur Pruthi & Parth Patel

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bostonbhangra #bullbhangra",None
OJ3byWoAN7c,BU Bhangra at Boston Bhangra 2024,2024-11-30T00:00:07Z,2024,PT8M49S,3894,33.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is BU Bhangra (representing Boston University, in Boston, Massachusetts, USA) with their performance at Boston Bhangra 2024.

Thank you to Boston Bhangra and Chardi Kala Time Tv for the continued partnership this year. Boston Bhangra 2024 took place on November 23 2024, at the Strand Theater, in Boston, Massachusetts, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bostonbhangra #bubhangra",None
byLRhuTs4tw,Furteelay Shokeen - First Place at Boston Bhangra 2024,2024-11-29T23:36:13Z,2024,PT8M23S,14921,135.0,10.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Furteelay Shokeen (representing Furteelay Dance, in Michigan, USA) their First Place performance at Boston Bhangra 2024.

Thank you to Boston Bhangra and Chardi Kala Time Tv for the continued partnership this year. Boston Bhangra 2024 took place on November 23 2024, at the Strand Theater, in Boston, Massachusetts, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bostonbhangra #furteelay #furteelayshokeen",First
Q-4YXF9vUp8,Mehfil Mitraan Di at Bhangra at the Burgh 2024,2024-11-20T02:35:03Z,2024,PT9M4S,4456,47.0,8.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Mehfil Mitraan Di, also known as MMD (representing Washington, D.C. USA) with their performance at Bhangra in the Burgh 2024.

Bhangra in the Burgh 2024 took place on November 16 2024, at the Soldiers and Sailors Memorial Hall & Museum, in Pittsburgh, Pennsylvania, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangraintheburgh #mmdbhangra #mehfilmitraandi",None
f5Ol13r2WZs,Tu Julliet Jatt Di ♥️🌹,2024-11-19T02:10:26Z,2024,PT50S,33599,1460.0,11.0,Harjot Hundal (Gabroo Tv),24,,"The song, the choreo, the concept, the nakhra of the girl in red. Perfect. Just perfect.

#bhangra #gabrootv #bhangraintheburgh #gabroogulabwargey #jullietjattdi #dosanjhawala #20yearsofgtv",None
FofDaT43QQw,Gabroo Gulab Wargey - Third Place at Bhangra at the Burgh 2024,2024-11-18T06:50:38Z,2024,PT9M33S,13349,179.0,8.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Gabroo Gulab Wargey, also known as GGW (representing Northern California, USA) with their Third Place performance at Bhangra in the Burgh 2024.

Bhangra in the Burgh 2024 took place on November 16 2024, at the Soldiers and Sailors Memorial Hall & Museum, in Pittsburgh, Pennsylvania, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangraintheburgh #gabroogulabwargey",Third
IUjIgc-rSaA,DC Metro Punjabi Academy at Bhangra at the Burgh 2024,2024-11-18T05:58:24Z,2024,PT8M9S,3233,38.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is the DC Metro Punjabi Academy, also known as DCMPA (representing the Washington Metropolitan area) with their performance at Bhangra in the Burgh 2024.

Bhangra in the Burgh 2024 took place on November 16 2024, at the Soldiers and Sailors Memorial Hall & Museum, in Pittsburgh, Pennsylvania, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangraintheburgh  #dcmetropunjabiarts #dcmpa",None
iNJjv22oguE,Virginia School of Bhangra Waris at Bhangra at the Burgh 2024,2024-11-18T05:04:58Z,2024,PT9M10S,10876,148.0,28.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Virginia School of Bhangra, Waris, (from Manassas, Virginia, USA) with their performance at Bhangra in the Burgh 2024.

Bhangra in the Burgh 2024 took place on November 16 2024, at the Soldiers and Sailors Memorial Hall & Museum, in Pittsburgh, Pennsylvania, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangraintheburgh  #virginiaschoolofbhangra #vsbwaris",None
iNumVVGnL4U,Alamo City Bhangra - First Place at Bhangra at the Burgh 2024,2024-11-18T03:09:31Z,2024,PT9M13S,17806,170.0,16.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Alamo City Bhangra (representing San Antonio, Texas, USA) with their First Place performance at Bhangra in the Burgh 2024.

Bhangra in the Burgh 2024 took place on November 16 2024, at the Soldiers and Sailors Memorial Hall & Museum, in Pittsburgh, Pennsylvania, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangraintheburgh #alamocitybhangra",First
dF5qtW-xqgA,Ankhile Jawan at Bhangra in the Burgh 2024,2024-11-18T02:52:45Z,2024,PT9M34S,11162,78.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Ankhile Jawan (representing Northern California, USA) with their performance at Bhangra in the Burgh 2024.

Bhangra in the Burgh 2024 took place on November 16 2024, at the Soldiers and Sailors Memorial Hall & Museum, in Pittsburgh, Pennsylvania, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangraintheburgh #ankhileyjawan",None
Um0dEcuaia8,Two Step Bhangra (Scarborough) at East Side Bhangra 2024,2024-10-01T05:21:07Z,2024,PT19M56S,4159,34.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is an exhibition performance by Two Step Bhangra Academies Scarborough location, at East Side Bhangra 2024.

East Side Bhangra 2024 is a Junior Bhangra competition that took place on September 21 2024 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #eastsidebhangra #twostepbhangra",None
noXr-6_rteQ,Two Step Bhangra (Whitby) at East Side Bhangra 2024,2024-10-01T04:16:32Z,2024,PT8M43S,1742,16.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is an exhibition performance by Two Step Bhangra Academies Whitby location, at East Side Bhangra 2024.

East Side Bhangra 2024 is a Junior Bhangra competition that took place on September 21 2024 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #eastsidebhangra #twostepbhangra",None
_I6U3t1rJbE,Furteelay Heere at East Side Bhangra 2024,2024-09-26T05:36:21Z,2024,PT8M2S,5127,53.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Furteelay Heere with performance at East Side Bhangra 2024.

East Side Bhangra 2024 is a Junior Bhangra competition that took place on September 21 2024 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #eastsidebhangra #furteelay #furteelayshokeen #furteelayheere",None
d5jCk0e_o58,Sifat Exhibition performance 2 at Back 2 Roots Festival 2024,2024-09-26T05:35:57Z,2024,PT2M5S,1821,12.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Sifat (School of Indian Folk Arts & Tradition) with their exhibition performance at Back 2 Roots Festival 2024.

Back 2 Roots Festival 2024 July 28 2024 at the Living Arts Centre, in Mississauga, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #back2rootsfestival #sifat #gidha #giddha",None
DxUl1wUoNXA,Got Bhangra at GHG Bhangra 2024,2024-09-26T05:20:13Z,2024,PT8M2S,7167,96.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Got Bhangra (representing Southern California, USA) with their performance at GHG Bhangra 2024.

GHG Bhangra 2024 took place on July 27 2024 at the William Saroyan Theater, in Fresno, California, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #ghgbhangra #gotbhangra",None
HF_pANhEGgU,Nachdi Jawani's Ardab Mutiyaran at East Side Bhangra 2024,2024-09-26T04:46:04Z,2024,PT8M17S,6441,67.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Nachdi Jawani's girls Bhangra team (Ardab Mutiyaran) with Second Place performance at East Side Bhangra 2024.

East Side Bhangra 2024 is a Junior Bhangra competition that took place on September 21 2024 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #eastsidebhangra #nachdijawani #ardabmutiyaran",None
4feh7OCfo10,Rangla Punjab Arts Academy (Tufani Gabroo) - First Place at East Side Bhangra 2024,2024-09-26T04:45:50Z,2024,PT8M33S,19759,226.0,8.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Tufani Gabroo (representing Rangla Punjab Arts Academy) with First Place performance at East Side Bhangra 2024.

East Side Bhangra 2024 is a Junior Bhangra competition that took place on September 21 2024 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #eastsidebhangra #ranglapunjab #ranglapunjabartsacademy #tufanigabroo",First
i8o6XNkq19g,Winnipeg Punjabi Arts Academy at East Side Bhangra 2024,2024-09-26T04:45:38Z,2024,PT8M24S,3059,45.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Winnipeg Punjabi Arts Academy with their performance at East Side Bhangra 2024.

East Side Bhangra 2024 is a Junior Bhangra competition that took place on September 21 2024 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #eastsidebhangra #winnipegbhangra #winnipegpunjabiartsacademy",None
HslIofseA5U,Apni Shaan Apni Pehchaan (ASAP Bhangra) - Third Place at East Side Bhangra 2024,2024-09-25T06:06:22Z,2024,PT8M7S,4668,50.0,5.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Apni Shaan Apni Pehchaan (ASAP Bhangra) with their Third Place performance at East Side Bhangra 2024.

East Side Bhangra 2024 is a Junior Bhangra competition that took place on September 21 2024 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #eastsidebhangra #asapbhangra #apnishaanapnipehchaan",Third
Wh1kOYNgGYY,Virginia School of Bhangra at East Side Bhangra 2024,2024-09-25T04:49:55Z,2024,PT8M19S,5802,95.0,6.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Virginia School of Bhangra with their performance at East Side Bhangra 2024.

East Side Bhangra 2024 is a Junior Bhangra competition that took place on September 21 2024 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #eastsidebhangra #virginiaschoolofbhangra",None
OBbP5Qi0vn0,Nachde Punjabi's Ankhi Mutiyaran at East Side Bhangra 2024,2024-09-25T03:54:30Z,2024,PT8M33S,3312,42.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Nachde Punjabi's junior girls Bhangra team, Ankhi Mutiyaran, with their performance at East Side Bhangra 2024.

East Side Bhangra 2024 is a Junior Bhangra competition that took place on September 21 2024 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #eastsidebhangra #nachdepunjabi #ankhimutiyaran",None
