video_id,title,published_at,year,duration,view_count,like_count,comment_count,channel_title,category_id,tags,description,placings,competition_name,team_name,comp_year,total_comps,placing_score,sum_placing_score,finalscore,number_of_teams_in_comp,comp_numerator,comp_score
OJCIcL0gGJU,virginia school of bhangra waris @ bhangra in the 6ix 2017,2017-11-24T08:10:49Z,2017,592,40352,522.0,12.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;VSB Waris;Virginia School of Bhangra;Bhangra in the six;Bhangra in the 6ix,"Real talk, this performance was sick. Wanna know why? Watch the video and find out for yourself ;) This is The Virginia School of Bhangra's Waris team performing at Bhangra in the 6ix 2017.

--

Team Info:
Name: Virginia School of Bhangra Waris
City/Country: Northern Virginia, Virginia, USA

Show info:
Name: Bhangra in the 6ix
Location: Living Arts Centre
City/Country: Mississauga, Ontario, Canada
Date: October 28 2017

Participants:
Yellow: Jay & Harmandeep
Red: Angad & Rashik
Orange: Roop & Gurpreet
Purple: Kushan & Jaskirat
Blue: Dilbagh & Ajit
Green: Konark & Srijan

--

GABROOSTAN:

FACEBOOK: http://facebook.gabroo.tv
INSTAGRAM: http://instagram.gabroo.tv
TWITTER: http://twitter.gabroo.tv or @gabrootv
SNAPCHAT: @gabrootv

HARJOT HUNDAL:

FACEBOOK: http://harjot.gabroo.tv
INSTAGRAM: http://instagram.harjothundal.com

--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None,bhangra in the 6ix,virgina school of bhangra,2017,11,0.1,4.75,0.4318181818181818,20,7.599405594405594,0.3799702797202797
441G8kVrSIE,punjabi lok nach academy - first place @ bhangra in the 6ix 2017,2017-11-06T20:57:58Z,2017,809,263845,3628.0,69.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Punjabi Folk Nach Academy;Bhangra in the six;Bhangra in the 6ix;Jolly Bawa;Live Bhangra;Toronto Bhangra Competition,"This video is special. I had goosebumps watching this live. I had goosebumps while editing this, and though a video will never do this set justice, I know you too will experience goosebumps while watching this performance.

This is as Folk as it gets, the entire set from start to finish is an absolute work of art, especially the Jhoomar segment. The singers voice is music to my ears, the boliyan are perfect, and Ustad Jolly Bawa Ji on the dhol is an absolute beast. It is my absolute honor and pleasure to introduce to you, the Punjabi Lok Nach Academy with their First Place performance at Bhangra in the 6ix 2017.

--

Team Info:
Name: Punjabi Folk Nach Academy
City/Country: Toronto, Ontario, Canada

Show info:
Name: Bhangra in the 6ix
Location: Living Arts Centre
City/Country: Mississauga, Ontario, Canada
Date: October 28 2017

Participants:

Orange: Hargobind Singh (Billa) & Abhishek Sharma (Maym) 
Magenta: Jot Parkash Singh (Jot) & Satwinder Singh (Laddu)
Green : Gurpreet Singh (Gopi) & Gaganjot Virk (Gagan)
Blue: Varun Bal (5 rupees) &  Ankur Rajput (Ankur)
Dhol: Ustad Jolly Bawa Ji
Algoze & Pagga: Bhinda Jay
Bolliyan: Jobanpreet Singh (Billa)
Sher: Pukhraz Gill
Coach & Director: Jatinder Nijjar

--

GABROOSTAN:

FACEBOOK: http://facebook.gabroo.tv
INSTAGRAM: http://instagram.gabroo.tv
TWITTER: http://twitter.gabroo.tv or @gabrootv
SNAPCHAT: @gabrootv

HARJOT HUNDAL:

FACEBOOK: http://harjot.gabroo.tv
INSTAGRAM: http://instagram.harjothundal.com

--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",1,bhangra in the 6ix,punjabi lok nach academy,2017,1,1.0,1.0,1.0,20,7.599405594405594,0.3799702797202797
NGCk2BDDSkc,madak mutiyaaran di @ bhangra in the 6ix 2017,2017-11-24T08:02:50Z,2017,592,33221,468.0,9.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;MMD Bhangra;Madak Mutiyaaran Di;Bhangra in the six;Bhangra in the 6ix,"This is Madak Mutiyaaran Di performing at Bhangra in the 6ix 2017.

--

Team Info:
Name: Madak Mutiyaaran Di
City/Country: Toronto, Ontario, Canada

Show info:
Name: Bhangra in the 6ix
Location: Living Arts Centre
City/Country: Mississauga, Ontario, Canada
Date: October 28 2017

--

GABROOSTAN:

FACEBOOK: http://facebook.gabroo.tv
INSTAGRAM: http://instagram.gabroo.tv
TWITTER: http://twitter.gabroo.tv or @gabrootv
SNAPCHAT: @gabrootv

HARJOT HUNDAL:

FACEBOOK: http://harjot.gabroo.tv
INSTAGRAM: http://instagram.harjothundal.com

--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None,bhangra in the 6ix,madak mutiyaaran di,2017,3,0.1,0.7,0.2333333333333333,20,7.599405594405594,0.3799702797202797
Y0Cf7PAzNFQ,soormay @ bhangra in the 6ix 2017,2017-11-24T01:26:06Z,2017,496,38553,404.0,9.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra in the six;Bhangra in the 6ix;Soormay;New York Bhangra;Toronto Bhangra,"Back to back first place performances, need I say more? I present to you, Soormay, with their First Place performance, at Bhangra in the 6ix 2017.

--

Team Info:
Name: Soormay
City/Country: New York, New York, USA

Show info:
Name: Bhangra in the 6ix
Location: Living Arts Centre
City/Country: Mississauga, Ontario, Canada
Date: October 28 2017

--

GABROOSTAN:

FACEBOOK: http://facebook.gabroo.tv
INSTAGRAM: http://instagram.gabroo.tv
TWITTER: http://twitter.gabroo.tv or @gabrootv
SNAPCHAT: @gabrootv

HARJOT HUNDAL:

FACEBOOK: http://harjot.gabroo.tv
INSTAGRAM: http://instagram.harjothundal.com

--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None,bhangra in the 6ix,soormay,2017,3,0.1,2.1,0.7000000000000001,20,7.599405594405594,0.3799702797202797
6NEpK4aWPUk,shaan mutiyaaran di @ bhangra in the 6ix 2017,2017-11-23T21:57:52Z,2017,716,4059,44.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra in the six;Bhangra in the 6ix;Shaan Mutiyaaran Di;Girls Live Bhangra;Toronto Bhangra,"After literally mastering the art of modern Bhangra and dancing on music, Shaan Mutiayaaran Di has recently started to get their feet wet in the world of live Bhangra. What I really enjoy about this performance is that it still has that authentic flavor that these gals are known for, despite dancing without music! I present to you, SMD Live, at Bhangra in the 6ix 2017.

--

Team Info:
Name: Shaan Mutiyaaran Di
City/Country: New Yorkl, New York, USA

Show info:
Name: Bhangra in the 6ix
Location: Living Arts Centre
City/Country: Mississauga, Ontario, Canada
Date: October 28 2017

--

GABROOSTAN:

FACEBOOK: http://facebook.gabroo.tv
INSTAGRAM: http://instagram.gabroo.tv
TWITTER: http://twitter.gabroo.tv or @gabrootv
SNAPCHAT: @gabrootv

HARJOT HUNDAL:

FACEBOOK: http://harjot.gabroo.tv
INSTAGRAM: http://instagram.harjothundal.com

--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None,bhangra in the 6ix,shaan mutiyaaran di,2017,15,0.1,1.5,0.1,20,7.599405594405594,0.3799702797202797
CrUhgqV4QBo,florida bhangra crew @ bhangra in the 6ix 2017,2017-11-23T18:12:49Z,2017,516,8682,93.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Florida Bhangra Crew;Florida Bhangra;Bhangra in the six;Bhangra in the 6ix,"Bringing a fresh new flavor straight out of Florida, this is the Florida Bhangra Crew perfomring at Bhangra in the 6ix 2017.

--

Team Info:
Name: Florida Bhangra Crew
City/Country: Miami, Florida, USA

Show info:
Name: Bhangra in the 6ix
Location: Living Arts Centre
City/Country: Mississauga, Ontario, Canada
Date: October 28 2017

--

GABROOSTAN:

FACEBOOK: http://facebook.gabroo.tv
INSTAGRAM: http://instagram.gabroo.tv
TWITTER: http://twitter.gabroo.tv or @gabrootv
SNAPCHAT: @gabrootv

HARJOT HUNDAL:

FACEBOOK: http://harjot.gabroo.tv
INSTAGRAM: http://instagram.harjothundal.com

--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None,bhangra in the 6ix,florida bhangra crew,2017,2,0.1,0.2,0.1,20,7.599405594405594,0.3799702797202797
Lid68QmnPzU,nachdi jawani folk loverz  @ bhangra in the 6ix 2017,2017-11-21T03:29:53Z,2017,615,57988,639.0,28.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Nachdi Jawani;Folk Loverz;Nachdi Jawani Folk Loverz;Bhangra in the six;Bhangra in the 6ix,"It doesn't get folker than a team with 'Folk Loverz' in their name. This performance is sure to impress. This is the Nachdi Jawani Folk Loverz performing at Bhangra in the 6ix 2017.

--

Team Info:
Name: Nachdi Jawani Folk Loverz
City/Country: Brampton, Ontario, Canada

Show info:
Name: Bhangra in the 6ix
Location: Living Arts Centre
City/Country: Mississauga, Ontario, Canada
Date: October 28 2017

Participants:
Red jori: Anoop Saharan and Jaskirat Bhansal 
Blue Jori: Arman Sahota and Harcharankanwal Behal 
Pink Jori: Gavin Dharni and Sukhvir Aulakh 
Light Blue jori: Tanraj Jhutty and Gurwinder Sangha 
Green Jori: Arwinder Khaira and Gurnoor Gill 
Yellow Jori: Harjap Toor and Jassi Pandher

--

GABROOSTAN:

FACEBOOK: http://facebook.gabroo.tv
INSTAGRAM: http://instagram.gabroo.tv
TWITTER: http://twitter.gabroo.tv or @gabrootv
SNAPCHAT: @gabrootv

HARJOT HUNDAL:

FACEBOOK: http://harjot.gabroo.tv
INSTAGRAM: http://instagram.harjothundal.com

--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None,bhangra in the 6ix,nachdi jawani,2017,22,0.1,12.7,0.5772727272727273,20,7.599405594405594,0.3799702797202797
ryRPcUvvjz8,nachde gabroo punjab de @ bhangra in the 6ix 2017,2017-11-15T02:53:43Z,2017,630,13714,126.0,13.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Nachde Gabroo Punjab De;Sonay Gabroo Punjab De;SGPD Bhangra;NGPD Bhangra;House of Bhangra;Bhangra in the six;Bhangra in the 6ix;Toronto Bhangra Competition,"Man oh man, it's been a good minute since we've seen this team perform, they definitely came to Bhangra in the 6ix to put on a performance. I can go on for days, but I'll let the video do the talking. Here is Nachde Gabroo Punjab De's freaking amazing performance at Bhangra in the 6ix 2017.

--

Team Info:
Name: Nachde Gabroo Punjab De
City/Country: Brampton, Ontario, Canada

Show info:
Name: Bhangra in the 6ix
Location: Living Arts Centre
City/Country: Mississauga, Ontario, Canada
Date: October 28 2017

--

GABROOSTAN:

FACEBOOK: http://facebook.gabroo.tv
INSTAGRAM: http://instagram.gabroo.tv
TWITTER: http://twitter.gabroo.tv or @gabrootv
SNAPCHAT: @gabrootv

HARJOT HUNDAL:

FACEBOOK: http://harjot.gabroo.tv
INSTAGRAM: http://instagram.harjothundal.com

--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None,bhangra in the 6ix,nachde gabroo punjab de,2017,3,0.1,0.30000000000000004,0.10000000000000002,20,7.599405594405594,0.3799702797202797
1OFn4bjJFrM,royal folk nation juniors @ bhangra in the 6ix 2018,2018-12-14T00:57:47Z,2018,637,6550,139.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi,"--

GABROOSTAN:

FACEBOOK: http://facebook.gabroo.tv
INSTAGRAM: http://instagram.gabroo.tv
TWITTER: http://twitter.gabroo.tv or @gabrootv
SNAPCHAT: @gabrootv

HARJOT HUNDAL:

FACEBOOK: http://harjot.gabroo.tv
INSTAGRAM: http://instagram.harjothundal.com

--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None,bhangra in the 6ix,royal folk nation,2018,2,0.1,0.2,0.1,20,7.599405594405594,0.3799702797202797
HslIofseA5U,apni shaan apni pehchaan (asap bhangra) - third place at east side bhangra 2024,2024-09-25T06:06:22Z,2024,487,4668,50.0,5.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Apni Shaan Apni Pehchaan (ASAP Bhangra) with their Third Place performance at East Side Bhangra 2024.

East Side Bhangra 2024 is a Junior Bhangra competition that took place on September 21 2024 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #eastsidebhangra #asapbhangra #apnishaanapnipehchaan",3,east side bhangra,apni shaan apni pehchaan (asap bhangra),2024,5,0.5,1.55,0.31,15,5.562316017316017,0.37082106782106783
4feh7OCfo10,rangla punjab arts academy (tufani gabroo) - first place at east side bhangra 2024,2024-09-26T04:45:50Z,2024,513,19759,226.0,8.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Tufani Gabroo (representing Rangla Punjab Arts Academy) with First Place performance at East Side Bhangra 2024.

East Side Bhangra 2024 is a Junior Bhangra competition that took place on September 21 2024 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #eastsidebhangra #ranglapunjab #ranglapunjabartsacademy #tufanigabroo",1,east side bhangra,rangla punjab arts academy,2024,4,1.0,2.85,0.7125,15,5.562316017316017,0.37082106782106783
i8o6XNkq19g,winnipeg punjabi arts academy at east side bhangra 2024,2024-09-26T04:45:38Z,2024,504,3059,45.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Winnipeg Punjabi Arts Academy with their performance at East Side Bhangra 2024.

East Side Bhangra 2024 is a Junior Bhangra competition that took place on September 21 2024 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #eastsidebhangra #winnipegbhangra #winnipegpunjabiartsacademy",None,east side bhangra,winnipeg punjabi arts academy,2024,1,0.1,0.1,0.1,15,5.562316017316017,0.37082106782106783
Wh1kOYNgGYY,virginia school of bhangra at east side bhangra 2024,2024-09-25T04:49:55Z,2024,499,5802,95.0,6.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Virginia School of Bhangra with their performance at East Side Bhangra 2024.

East Side Bhangra 2024 is a Junior Bhangra competition that took place on September 21 2024 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #eastsidebhangra #virginiaschoolofbhangra",None,east side bhangra,virgina school of bhangra,2024,11,0.1,4.75,0.4318181818181818,15,5.562316017316017,0.37082106782106783
_I6U3t1rJbE,furteelay heere at east side bhangra 2024,2024-09-26T05:36:21Z,2024,482,5127,53.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Furteelay Heere with performance at East Side Bhangra 2024.

East Side Bhangra 2024 is a Junior Bhangra competition that took place on September 21 2024 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #eastsidebhangra #furteelay #furteelayshokeen #furteelayheere",None,east side bhangra,furteelay,2024,14,0.1,5.8,0.41428571428571426,15,5.562316017316017,0.37082106782106783
OBbP5Qi0vn0,nachde punjabi's ankhi mutiyaran at east side bhangra 2024,2024-09-25T03:54:30Z,2024,513,3312,42.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Nachde Punjabi's junior girls Bhangra team, Ankhi Mutiyaran, with their performance at East Side Bhangra 2024.

East Side Bhangra 2024 is a Junior Bhangra competition that took place on September 21 2024 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #eastsidebhangra #nachdepunjabi #ankhimutiyaran",None,east side bhangra,nachde punjabi,2024,10,0.1,1.8,0.18,15,5.562316017316017,0.37082106782106783
HF_pANhEGgU,nachdi jawani's ardab mutiyaran at east side bhangra 2024,2024-09-26T04:46:04Z,2024,497,6441,67.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Nachdi Jawani's girls Bhangra team (Ardab Mutiyaran) with Second Place performance at East Side Bhangra 2024.

East Side Bhangra 2024 is a Junior Bhangra competition that took place on September 21 2024 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #eastsidebhangra #nachdijawani #ardabmutiyaran",None,east side bhangra,nachdi jawani,2024,22,0.1,12.7,0.5772727272727273,15,5.562316017316017,0.37082106782106783
CEGea3Yb0mg,xtreme bhangra at east side bhangra 2023,2023-12-20T12:00:08Z,2023,514,1920,21.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is the Xtreme Bhangra (representing Toronto, Ontario, Canada) with their performance at East Side Bhangra 2023.

East Side Bhangra 2023 took place on Saturday September 16 2023 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #eastsidebhangra #xtremebhangra",None,east side bhangra,xtreme bhangra,2023,1,0.1,0.1,0.1,15,5.562316017316017,0.37082106782106783
viTmWEtXL9w,rangla punjab arts academy sherniyan - second place at east side bhangra 2023,2024-03-22T00:00:07Z,2024,518,11110,115.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Rangla Punjab Arts Academy's Sherniyan Junior Girls Bhangra team, (representing Rangla Punjab Arts Academy from Surrey, British Columbia, Canada) with their Second Place performance at East Side Bhangra 2023.

East Side Bhangra 2023 took place on Saturday September 16 2023 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #ranglapunjab #sherniyan",2,east side bhangra,rangla punjab arts academy,2023,4,0.75,2.85,0.7125,15,5.562316017316017,0.37082106782106783
